Core_Sample,Distance_From_421,Elevation,Collection_Date,Extraction_Phase,Extract_Volume,Sediment_Mass,Analyte,Observed_Property,Qualifier_Code,Reported_Value,Units,Method
1909-17,-200.54,423.64,2019-06-25,Elements bound to carbonates,0.009,0.500,Cu,Concentration of copper in the sediment extract representing elements bound to carbonates,,61.4,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Elements bound to carbonates,0.009,0.500,Fe,Concentration of iron in the sediment extract representing elements bound to carbonates,,468,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Elements bound to carbonates,0.009,0.500,K,Concentration of potassium in the sediment extract representing elements bound to carbonates,,4.88,mg/L,ICP-OES
1909-17,-200.54,423.64,2019-06-25,Elements bound to carbonates,0.009,0.500,La,Concentration of lanthanum in the sediment extract representing elements bound to carbonates,i,37.1,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Elements bound to carbonates,0.009,0.500,Li,Concentration of lithium in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Elements bound to carbonates,0.009,0.500,Mg,Concentration of magnesium in the sediment extract representing elements bound to carbonates,,135,mg/L,ICP-OES
1909-17,-200.54,423.64,2019-06-25,Elements bound to carbonates,0.009,0.500,Mn,Concentration of manganese in the sediment extract representing elements bound to carbonates,,1070,ug/L,ICP-OES
1909-17,-200.54,423.64,2019-06-25,Elements bound to carbonates,0.009,0.500,Mo,Concentration of molybdenum in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Elements bound to carbonates,0.009,0.500,Na,Concentration of sodium in the sediment extract representing elements bound to carbonates,ND,,,
1909-17,-200.54,423.64,2019-06-25,Elements bound to carbonates,0.009,0.500,Ni,Concentration of nickel in the sediment extract representing elements bound to carbonates,,30.0,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Elements bound to carbonates,0.009,0.500,Pb,Concentration of lead in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Elements bound to carbonates,0.009,0.500,Rb,Concentration of rubidium in the sediment extract representing elements bound to carbonates,LT,20.0,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Elements bound to carbonates,0.009,0.500,Sb,Concentration of antimony in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Elements bound to carbonates,0.009,0.500,Se,Concentration of selenium in the sediment extract representing elements bound to carbonates,LT,10.0,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Elements bound to carbonates,0.009,0.500,Si,Concentration of silicon in the sediment extract representing elements bound to carbonates,LT,2.48,mg/L,ICP-OES
1909-17,-200.54,423.64,2019-06-25,Elements bound to carbonates,0.009,0.500,Sr,Concentration of strontium in the sediment extract representing elements bound to carbonates,,527,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Elements bound to carbonates,0.009,0.500,Tl,Concentration of thallium in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Elements bound to carbonates,0.009,0.500,U,Concentration of uranium in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Elements bound to carbonates,0.009,0.500,Zn,Concentration of zinc in the sediment extract representing elements bound to carbonates,,34.1,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Surface exchangeable ions,0.009,0.500,Ag,Concentration of silver in the sediment extract representing surface exchangeable ions,ND,,,
1909-17,-200.54,423.64,2019-06-25,Surface exchangeable ions,0.009,0.500,Al,Concentration of aluminum in the sediment extract representing surface exchangeable ions,LT,4660,ug/L,ICP-OES
1909-17,-200.54,423.64,2019-06-25,Surface exchangeable ions,0.009,0.500,As,Concentration of arsenic in the sediment extract representing surface exchangeable ions,ND,,,
1909-17,-200.54,423.64,2019-06-25,Surface exchangeable ions,0.009,0.500,B,Concentration of boron in the sediment extract representing surface exchangeable ions,LT,1860,ug/L,ICP-OES
1909-17,-200.54,423.64,2019-06-25,Surface exchangeable ions,0.009,0.500,Ba,Concentration of barium in the sediment extract representing surface exchangeable ions,LT,1860,ug/L,ICP-OES
1909-17,-200.54,423.64,2019-06-25,Surface exchangeable ions,0.009,0.500,Be,Concentration of beryllium in the sediment extract representing surface exchangeable ions,ND,,,
1909-17,-200.54,423.64,2019-06-25,Surface exchangeable ions,0.009,0.500,Ca,Concentration of calcium in the sediment extract representing surface exchangeable ions,,33.4,mg/L,ICP-OES
1909-17,-200.54,423.64,2019-06-25,Surface exchangeable ions,0.009,0.500,Cd,Concentration of cadmium in the sediment extract representing surface exchangeable ions,ND,,,
1909-17,-200.54,423.64,2019-06-25,Surface exchangeable ions,0.009,0.500,Ce,Concentration of cerium in the sediment extract representing surface exchangeable ions,ND,,,
1909-17,-200.54,423.64,2019-06-25,Surface exchangeable ions,0.009,0.500,Co,Concentration of cobalt in the sediment extract representing surface exchangeable ions,ND,,,
1909-17,-200.54,423.64,2019-06-25,Surface exchangeable ions,0.009,0.500,Cr,Concentration of chromium in the sediment extract representing surface exchangeable ions,ND,,,
1909-17,-200.54,423.64,2019-06-25,Surface exchangeable ions,0.009,0.500,Cu,Concentration of copper in the sediment extract representing surface exchangeable ions,LT,1860,ug/L,ICP-OES
1909-17,-200.54,423.64,2019-06-25,Surface exchangeable ions,0.009,0.500,Fe,Concentration of iron in the sediment extract representing surface exchangeable ions,LT,932,ug/L,ICP-OES
1909-17,-200.54,423.64,2019-06-25,Surface exchangeable ions,0.009,0.500,K,Concentration of potassium in the sediment extract representing surface exchangeable ions,LT,2.33,mg/L,ICP-OES
1909-17,-200.54,423.64,2019-06-25,Surface exchangeable ions,0.009,0.500,La,Concentration of lanthanum in the sediment extract representing surface exchangeable ions,ND,,,
1909-17,-200.54,423.64,2019-06-25,Surface exchangeable ions,0.009,0.500,Li,Concentration of lithium in the sediment extract representing surface exchangeable ions,LT,466,ug/L,ICP-OES
1909-17,-200.54,423.64,2019-06-25,Surface exchangeable ions,0.009,0.500,Mg,Concentration of magnesium in the sediment extract representing surface exchangeable ions,ND,,,
1909-17,-200.54,423.64,2019-06-25,Surface exchangeable ions,0.009,0.500,Mn,Concentration of manganese in the sediment extract representing surface exchangeable ions,LT,932,ug/L,ICP-OES
1909-17,-200.54,423.64,2019-06-25,Surface exchangeable ions,0.009,0.500,Mo,Concentration of molybdenum in the sediment extract representing surface exchangeable ions,ND,,,
1909-17,-200.54,423.64,2019-06-25,Surface exchangeable ions,0.009,0.500,Na,Concentration of sodium in the sediment extract representing surface exchangeable ions,LT,4.66,mg/L,ICP-OES
1909-17,-200.54,423.64,2019-06-25,Surface exchangeable ions,0.009,0.500,Ni,Concentration of nickel in the sediment extract representing surface exchangeable ions,ND,,,
1909-17,-200.54,423.64,2019-06-25,Surface exchangeable ions,0.009,0.500,Pb,Concentration of lead in the sediment extract representing surface exchangeable ions,ND,,,
1909-17,-200.54,423.64,2019-06-25,Surface exchangeable ions,0.009,0.500,Rb,Concentration of rubidium in the sediment extract representing surface exchangeable ions,ND,,,
1909-17,-200.54,423.64,2019-06-25,Surface exchangeable ions,0.009,0.500,Sb,Concentration of antimony in the sediment extract representing surface exchangeable ions,ND,,,
1909-17,-200.54,423.64,2019-06-25,Surface exchangeable ions,0.009,0.500,Se,Concentration of selenium in the sediment extract representing surface exchangeable ions,ND,,,
1909-17,-200.54,423.64,2019-06-25,Surface exchangeable ions,0.009,0.500,Si,Concentration of silicon in the sediment extract representing surface exchangeable ions,LT,2.33,mg/L,ICP-OES
1909-17,-200.54,423.64,2019-06-25,Surface exchangeable ions,0.009,0.500,Sr,Concentration of strontium in the sediment extract representing surface exchangeable ions,LT,2330,ug/L,ICP-OES
1909-17,-200.54,423.64,2019-06-25,Surface exchangeable ions,0.009,0.500,Tl,Concentration of thallium in the sediment extract representing surface exchangeable ions,ND,,,
1909-17,-200.54,423.64,2019-06-25,Surface exchangeable ions,0.009,0.500,U,Concentration of uranium in the sediment extract representing surface exchangeable ions,ND,,,
1909-17,-200.54,423.64,2019-06-25,Surface exchangeable ions,0.009,0.500,Zn,Concentration of zinc in the sediment extract representing surface exchangeable ions,LT,1860,ug/L,ICP-OES
1909-17,-200.54,423.64,2019-06-25,Organic bound elements,0.015,0.500,Ag,Concentration of silver in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Organic bound elements,0.015,0.500,Al,Concentration of aluminum in the sediment extract representing organic bound elements,,1720,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Organic bound elements,0.015,0.500,As,Concentration of arsenic in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Organic bound elements,0.015,0.500,B,Concentration of boron in the sediment extract representing organic bound elements,LT,20.0,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Organic bound elements,0.015,0.500,Ba,Concentration of barium in the sediment extract representing organic bound elements,,41.3,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Organic bound elements,0.015,0.500,Be,Concentration of beryllium in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Organic bound elements,0.015,0.500,Ca,Concentration of calcium in the sediment extract representing organic bound elements,,12.2,mg/L,ICP-OES
1909-17,-200.54,423.64,2019-06-25,Organic bound elements,0.015,0.500,Cd,Concentration of cadmium in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Organic bound elements,0.015,0.500,Ce,Concentration of cerium in the sediment extract representing organic bound elements,i,36.2,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Organic bound elements,0.015,0.500,Co,Concentration of cobalt in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Organic bound elements,0.015,0.500,Cr,Concentration of chromium in the sediment extract representing organic bound elements,,5.68,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Organic bound elements,0.015,0.500,Cu,Concentration of copper in the sediment extract representing organic bound elements,,6.99,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Organic bound elements,0.015,0.500,Fe,Concentration of iron in the sediment extract representing organic bound elements,,477,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Organic bound elements,0.015,0.500,K,Concentration of potassium in the sediment extract representing organic bound elements,LT,2.49,mg/L,ICP-OES
1909-17,-200.54,423.64,2019-06-25,Organic bound elements,0.015,0.500,La,Concentration of lanthanum in the sediment extract representing organic bound elements,,22.5,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Organic bound elements,0.015,0.500,Li,Concentration of lithium in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Organic bound elements,0.015,0.500,Mg,Concentration of magnesium in the sediment extract representing organic bound elements,,4.47,mg/L,ICP-OES
1909-17,-200.54,423.64,2019-06-25,Organic bound elements,0.015,0.500,Mn,Concentration of manganese in the sediment extract representing organic bound elements,,81.0,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Organic bound elements,0.015,0.500,Mo,Concentration of molybdenum in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Organic bound elements,0.015,0.500,Na,Concentration of sodium in the sediment extract representing organic bound elements,,7.59,mg/L,ICP-OES
1909-17,-200.54,423.64,2019-06-25,Organic bound elements,0.015,0.500,Ni,Concentration of nickel in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Organic bound elements,0.015,0.500,Pb,Concentration of lead in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Organic bound elements,0.015,0.500,Rb,Concentration of rubidium in the sediment extract representing organic bound elements,LT,20.0,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Organic bound elements,0.015,0.500,Sb,Concentration of antimony in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Organic bound elements,0.015,0.500,Se,Concentration of selenium in the sediment extract representing organic bound elements,LT,10.0,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Organic bound elements,0.015,0.500,Si,Concentration of silicon in the sediment extract representing organic bound elements,,8.38,mg/L,ICP-OES
1909-17,-200.54,423.64,2019-06-25,Organic bound elements,0.015,0.500,Sr,Concentration of strontium in the sediment extract representing organic bound elements,LT,20.0,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Organic bound elements,0.015,0.500,Tl,Concentration of thallium in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Organic bound elements,0.015,0.500,U,Concentration of uranium in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Organic bound elements,0.015,0.500,Zn,Concentration of zinc in the sediment extract representing organic bound elements,,25.2,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Elements bound to reducible oxides and hydroxides,0.015,0.500,Ag,Concentration of silver in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,10.0,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Elements bound to reducible oxides and hydroxides,0.015,0.500,Al,Concentration of aluminum in the sediment extract representing elements bound to reducible oxides and hydroxides,,3140,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Elements bound to reducible oxides and hydroxides,0.015,0.500,As,Concentration of arsenic in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,40.0,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Elements bound to reducible oxides and hydroxides,0.015,0.500,B,Concentration of boron in the sediment extract representing elements bound to reducible oxides and hydroxides,,63.0,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Elements bound to reducible oxides and hydroxides,0.015,0.500,Ba,Concentration of barium in the sediment extract representing elements bound to reducible oxides and hydroxides,i,291,ug/L,ICP-MS
