LocalSiteName,StudySite,LocalUseCode,Comments_UseCode,USGS_siteno,USGS_StationName,XcoordUTMNAD83_m,YcoordUTMNAD83_m,OnNorthWellTransect,DistanceFromCenterOfNorthOilBody_m,MeasuringPointElevation_mASL_NAVD88,well_MP_height_m,LandSurfaceElevation_mASL_NAVD88,TopOfScreenElevation_mASL_NAVD88,BottomOfScreenElevation_mASL_NAVD88,ScreenLength_m,MidOfScreenElevation_mASL_NAVD88,TotalWellDepth_mBLS,TotalBoring/DrillingDepth_mBLS,DiameterOfDrillHole_cm,WellCasingInnerDiameter_cm,OpeningTypeDescription,WidthOfOpeningsInOpenInterval_cm,CasingMaterialDescription,ScreenMaterialDescription,DateOfConstruction,Comments_DateOfConstruction,NameOfContractor,DrillerName,Comments_Miscellaneous,SiteActiveStatus,Comments_Status,ApproxRemovalDate
x984,Bemidji,ww,groundwater observation well,x473422095052801,984       147N35W02CDDC  01,342742.09,5270944.7,0.0,,428.988,0.134,428.854,422.892,421.368,1.524,422.13,7.547,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19891028.0,,USGS MN Water Science Center,Unknown,South of spray zone,Active,,
x998,Bemidji,ww,groundwater observation well,x473422095052501,998       147N35W02CDDB  01,342785.89,5270940.99,0.0,,428.973,0.119,428.854,,,,,5.898,,18.4,5.2,,,PVC Threaded,,,Installation date unknown,USGS MN Water Science Center,Unknown,Middle oil pool,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x999G-01,Bemidji,wv,unsaturated zone vapor sampling well,x473422095052502,999G-01   Bemidji Toxics Research Site,342788.29,5270949.03,0.0,,428.454,0.0,428.454,,,,,,,18.4,,,,Stainless Steel,,,Installation date unknown,USGS MN Water Science Center,Unknown,Middle oil pool,Removed,Removed by Enbridge for the Alberta Clipper install,2009
xEnbridge South Pool Well,Bemidji,ww,groundwater observation well,,,342810.69,5270901.3,0.0,,,,,,,,,,,,,,,,,,Installation date unknown,USGS MN Water Science Center,Not applicable,,Active,,
xG0903,Bemidji,wg,water observation well installed for cross-hole tomography geophysical measurements,x473426095052505,G0903     147N35W02CDAC 01              0000772851,342792.13,5271059.53,0.0,,433.221,1.015,432.206,413.689,413.537,0.152,413.613,18.949,,18.4,7.6,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,20090716.0,,USGS MN Water Science Center,J. Greene; A. Berg,Transect approx. cutting across the edge of the north oil pool (3-inch dia. well casing),Active,,
xG0905,Bemidji,wg,water observation well installed for cross-hole tomography geophysical measurements,x473426095052506,G0905     147N35W02CDAC 01              0000772852,342789.28,5271063.37,0.0,,433.295,0.881,432.414,414.065,413.913,0.152,413.989,18.84,,18.4,7.6,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,20090722.0,,USGS MN Water Science Center,J. Greene; A. Berg,Transect approx. cutting across the edge of the north oil pool (3-inch dia. well casing),Active,,
xG0906,Bemidji,wg,water observation well installed for cross-hole tomography geophysical measurements,x473426095052507,G0906     147N35W02CDAC 01              0000772853,342798.73,5271052.01,0.0,,433.151,0.945,432.206,414.308,414.156,0.152,414.232,18.715,,18.4,7.6,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,20090723.0,,USGS MN Water Science Center,J. Greene; A. Berg,Transect approx. cutting across the edge of the north oil pool (3-inch dia. well casing),Active,,
xG0907,Bemidji,wg,water observation well installed for cross-hole tomography geophysical measurements,x473426095052508,G0907     147N35W02CDAC 01              0000772854,342795.28,5271055.66,0.0,,432.987,0.933,432.054,414.156,413.995,0.161,414.076,18.251,,18.4,7.6,"Screen, type not known",0.025,PVC Threaded,PVC,20090723.0,,USGS MN Water Science Center,J. Greene; A. Berg,Transect approx. cutting across the edge of the north oil pool (3-inch dia. well casing),Active,,
xG0908,Bemidji,wf,failed well installation (or any installation),,,,,0.0,,,,,,,,,,,,,,,,,,Installation date unknown,USGS MN Water Science Center,Not applicable,,Removed,"failed well, no well installed",
xMLS05,Bemidji,wml,multi-level sampling well,x473422095052202,MLS05     147N35W02CDDA  01,342854.1,5270934.07,0.0,,428.713,0.469,428.244,,,,,,,18.4,,,,,,19970620.0,,USGS MN Water Science Center,Unknown,South pool tracer test site,Active,,
xMLS12,Bemidji,wml,multi-level sampling well,x473422095052203,MLS12     147N35W02CDDA  01,342852.84,5270931.11,0.0,,427.838,-0.101,427.939,,,,,,,18.4,,,,,,19970620.0,,USGS MN Water Science Center,Unknown,South pool tracer test site,Active,,
xMLS13,Bemidji,wml,multi-level sampling well,x473422095052204,MLS13     147N35W02CDDA  01,342853.9,5270931.14,0.0,,427.86,-0.079,427.939,,,,,,,18.4,,,,,,19970620.0,,USGS MN Water Science Center,Unknown,South pool tracer test site,Active,,
xMLS15,Bemidji,wml,multi-level sampling well,x473422095052205,MLS15     147N35W02CDDA  01,342855.48,5270932.54,0.0,,428.823,0.579,428.244,,,,,,,18.4,,,,,,19970620.0,,USGS MN Water Science Center,Unknown,South pool tracer test site,Active,,
xMLS20,Bemidji,wml,multi-level sampling well,x473422095052206,MLS20     147N35W02CDDA  01,342851.55,5270930.19,0.0,,428.25,0.311,427.939,,,,,,,18.4,,,,,,19970620.0,,USGS MN Water Science Center,Unknown,South pool tracer test site,Active,,
xMLS21,Bemidji,wml,multi-level sampling well,x473422095052208,MLS21     147N35W02CDDA  01,342852.05,5270930.73,0.0,,,,427.939,,,,,,,18.4,,,,,,19970620.0,,USGS MN Water Science Center,Unknown,South pool tracer test site,Active,,
xMLS22,Bemidji,wml,multi-level sampling well,x473422095052209,MLS22     147N35W02CDDA  01,342853.4,5270930.38,0.0,,427.71,-0.229,427.939,,,,,,,18.4,,,,,,19970620.0,,USGS MN Water Science Center,Unknown,South pool tracer test site,Active,,
xMLS23,Bemidji,wml,multi-level sampling well,x473422095052210,MLS23     147N35W02CDDA  01,342854.12,5270930.45,0.0,,428.39,0.451,427.939,,,,,,,18.4,,,,,,19970620.0,,USGS MN Water Science Center,Unknown,South pool tracer test site,Active,,
xMLS30,Bemidji,wml,multi-level sampling well,x473422095052211,MLS30     147N35W02CDDA  01,342850.54,5270930.9,0.0,,427.893,0.259,427.634,,,,,,,18.4,,,,,,19970620.0,,USGS MN Water Science Center,Unknown,South pool tracer test site,Active,,
xMLS31,Bemidji,wml,multi-level sampling well,x473422095052212,MLS31     147N35W02CDDA  01,342852.11,5270930.58,0.0,,,,427.939,,,,,,,18.4,,,,,,19970620.0,,USGS MN Water Science Center,Unknown,South pool tracer test site,Active,,
xMLS3-1,Bemidji,wml,multi-level sampling well,x473422095052218,MLS3-1    147N35W02CDDB  01,342851.53,5270928.53,0.0,,428.094,0.46,427.634,,,,,,,18.4,,,,,,19970620.0,,USGS MN Water Science Center,Unknown,South pool tracer test site,Active,,
xMLS32,Bemidji,wml,multi-level sampling well,x473422095052214,MLS32     147N35W02CDDA  01,342853.62,5270929.89,0.0,,428.097,0.158,427.939,,,,,,,18.4,,,,,,19970620.0,,USGS MN Water Science Center,Unknown,South pool tracer test site,Active,,
xMLS33,Bemidji,wml,multi-level sampling well,x473422095052215,MLS33     147N35W02CDDA  01,342854.58,5270929.85,0.0,,428.11,0.171,427.939,,,,,,,18.4,,,,,,19970620.0,,USGS MN Water Science Center,Unknown,South pool tracer test site,Active,,
xMLS35,Bemidji,wml,multi-level sampling well,x473422095052216,MLS35     147N35W02CDDA  01,342856.58,5270930.76,0.0,,428.305,0.061,428.244,,,,,,,18.4,,,,,,19970620.0,,USGS MN Water Science Center,Unknown,South pool tracer test site,Active,,
xMLS42,Bemidji,wml,multi-level sampling well,x473422095052217,MLS42     147N35W02CDDA  01,342854.22,5270929.25,0.0,,428.18,0.241,427.939,,,,,,,18.4,,,,,,19970620.0,,USGS MN Water Science Center,Unknown,South pool tracer test site,Active,,
xMW1,Bemidji,ww,groundwater observation well,x473426095051601,MW1       Bemidji Toxics Research Site  0000763282,342988.8,5271038.93,0.0,,432.779,0.573,432.206,424.891,421.843,3.048,423.367,10.467,10.516,20.8,5.2,"Perforated, porous, or slotted casing",0.025,PVC or Plastic,PVC,20080627.0,Date of installation according to MN well index online record,Enbridge Energy/Natural Resources Engineering,B. Hilbrands,Natural Resources Engineering (NRE) well,Active,Well located in clear-cut area next to PZ1,
xMW2,Bemidji,ww,groundwater observation well,x473423095051502,MW2       Bemidji Toxics Research Site  0000763283,343003.12,5270985.87,0.0,,432.758,0.552,432.206,425.348,422.3,3.048,423.824,10.013,10.058,20.8,5.2,"Perforated, porous, or slotted casing",0.025,PVC or Plastic,PVC,20080627.0,Date of installation according to MN well index online record,Enbridge Energy/Natural Resources Engineering,B. Hilbrands,Natural Resources Engineering (NRE) well,Active,Well located in clear-cut area next to PZ2,
xP-1M,Bemidji,wo,subsurface oil- and groundwater observation well,,,342762.05,5270962.47,0.0,,,,,,,,,,,,,,,,,,Installation date unknown; sometime in 1998 as published in NRE 1998 Report,Enbridge Energy/Natural Resources Engineering,unknown,Remediation observation well,Removed,Removed by Enbridge,unknown
xP-1N,Bemidji,wo,subsurface oil- and groundwater observation well,x473425095052402,P01N      147N35W02CDAC  01,342822.77,5271041.15,0.0,,,,432.511,,,,,,,,,,,,,20011001.0,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,Enbridge Energy/Natural Resources Engineering,unknown,Remediation observation well,Active,,
xP-1S,Bemidji,wo,subsurface oil- and groundwater observation well,,,342841.03,5270889.71,0.0,,,,,,,,,,,,,,,,,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,Enbridge Energy/Natural Resources Engineering,unknown,Remediation observation well,Removed,Removed by Enbridge,unknown
xP-2M,Bemidji,wo,subsurface oil- and groundwater observation well,,,342766.77,5270946.58,0.0,,,,,,,,,,,,,,,,,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,Enbridge Energy/Natural Resources Engineering,unknown,Remediation observation well,Removed,Removed by Enbridge,unknown
xP-2S,Bemidji,wo,subsurface oil- and groundwater observation well,,,342841.39,5270912.98,0.0,,,,,,,,,,,,,,,,,,Installation date unknown; sometime in 1998 as published in NRE 1998 Report,Enbridge Energy/Natural Resources Engineering,unknown,Remediation observation well,Removed,Removed by Enbridge,unknown
xP-3M,Bemidji,wo,subsurface oil- and groundwater observation well,,,342742.25,5270944.25,0.0,,,,,,,,,,,,,,,,,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,Enbridge Energy/Natural Resources Engineering,unknown,Remediation observation well,Removed,Removed by Enbridge,unknown
xP-3S,Bemidji,wo,subsurface oil- and groundwater observation well,,,342810.85,5270901.44,0.0,,,,,,,,,,,,,,,,,,Installation date unknown; sometime in 1998 as published in NRE 1998 Report,Enbridge Energy/Natural Resources Engineering,unknown,Remediation observation well,Removed,Removed by Enbridge,unknown
xP-4M,Bemidji,wo,subsurface oil- and groundwater observation well,,,342727.12,5270935.66,0.0,,,,,,,,,,,,,,,,,,Installation date unknown; sometime in 1998 as published in NRE 1998 Report,Enbridge Energy/Natural Resources Engineering,unknown,Remediation observation well,Removed,Removed by Enbridge,unknown
xP-5M,Bemidji,wo,subsurface oil- and groundwater observation well,,,342703.54,5270926.24,0.0,,,,,,,,,,,,,,,,,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,Enbridge Energy/Natural Resources Engineering,unknown,Remediation observation well,Removed,Removed by Enbridge,unknown
xPZ1,Bemidji,ww,groundwater observation well,x473426095051602,PZ1       147N35W02DCBC  01,342986.97,5271040.73,0.0,,433.115,0.604,432.511,,,,,11.305,,,,,,,,,Installation date unknown,Enbridge Energy/Natural Resources Engineering,unknown,Natural Resources Engineering (NRE) well,Active,Piezometer located in clear-cut area next to MW1,
xPZ2,Bemidji,ww,groundwater observation well,x473423095051503,PZ2       Bemidji Toxics Research Site,343002.94,5270987.7,0.0,,432.42,0.518,431.902,,,,,10.958,,,,,,,,,Installation date unknown,Enbridge Energy/Natural Resources Engineering,unknown,Natural Resources Engineering (NRE) well,Active,Piezometer located in clear-cut area next to MW2,
xRW-1M,Bemidji,wr,remediation well operated by Enbridge,,,342799.72,5270955.4,0.0,,,,,,,,,,,,,,,,,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,Enbridge Energy/Natural Resources Engineering,unknown,Remediation well,Removed,Removed by Enbridge,unknown
xRW-1N,Bemidji,wr,remediation well operated by Enbridge,,,342817.56,5271046.88,1.0,31.74,,,,,,,,,,,,,,,,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,Enbridge Energy/Natural Resources Engineering,unknown,Remediation well,Removed,Removed by Enbridge,unknown
xRW-1S,Bemidji,wr,remediation well operated by Enbridge,,,342837.14,5270901.98,0.0,,,,,,,,,,,,,,,,,,Installation date unknown; sometime in  or after 1998,Enbridge Energy/Natural Resources Engineering,unknown,Remediation well,Removed,Removed by Enbridge,unknown
xRW-2M,Bemidji,wr,remediation well operated by Enbridge,,,342735.22,5270941.12,0.0,,,,,,,,,,,,,,,,,,Installation date unknown; sometime in  or after 1998,Enbridge Energy/Natural Resources Engineering,unknown,Remediation well,Removed,Removed by Enbridge,unknown
xRW-2N,Bemidji,wr,remediation well operated by Enbridge,,,342783.38,5271041.2,1.0,-1.81,,,,,,,,,,,,,,,,,Installation date unknown; sometime in  or after 1998,Enbridge Energy/Natural Resources Engineering,unknown,Remediation well,Removed,Removed by Enbridge,unknown
xT1,Bemidji,ww,groundwater observation well,x473425095052513,T1        147N35W02CDDB  01,342791.34,5271034.06,1.0,-2.57,431.209,0.527,430.682,423.559,423.406,0.153,423.482,7.123,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,Stainless Steel,Brick,20010726.0,estimated date,USGS MN Water Science Center,W. Larson; D. Rosemore,UZ Tracer test site,Active,,
xT10,Bemidji,ww,groundwater observation well,x473425095052523,T10       147N35W02CDDB  01,342792.54,5271024.28,1.0,0.29,431.295,0.613,430.682,423.248,423.096,0.152,423.172,7.434,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,Stainless Steel,Brick,20010726.0,estimated date,USGS MN Water Science Center,W. Larson; D. Rosemore,UZ Tracer test site,Active,,
xT2,Bemidji,ww,groundwater observation well,x473425095052514,T2        147N35W02CDDB  01,342791.46,5271032.98,1.0,-2.25,431.133,0.451,430.682,423.458,423.306,0.152,423.382,7.224,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,Stainless Steel,Brick,20010726.0,estimated date,USGS MN Water Science Center,W. Larson; D. Rosemore,UZ Tracer test site,Active,,
xT3,Bemidji,ww,groundwater observation well,x473425095052515,T3        147N35W02CDDB  01,342791.59,5271031.85,1.0,-1.91,431.106,0.424,430.682,423.437,423.285,0.152,423.361,7.245,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,Stainless Steel,Brick,20010726.0,estimated date,USGS MN Water Science Center,W. Larson; D. Rosemore,UZ Tracer test site,Active,,
xT4,Bemidji,ww,groundwater observation well,x473425095052516,T4        147N35W02CDDB  01,342792.01,5271030.8,1.0,-1.87,430.807,0.125,430.682,423.425,423.272,0.153,423.348,7.257,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,Stainless Steel,Brick,20010726.0,estimated date,USGS MN Water Science Center,W. Larson; D. Rosemore,UZ Tracer test site,Active,,
xT5,Bemidji,ww,groundwater observation well,x473425095052517,T5        147N35W02CDDB  01,342791.6,5271029.67,1.0,-1.03,431.112,0.43,430.682,423.464,423.312,0.152,423.388,7.218,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,Stainless Steel,Brick,20010727.0,estimated date,USGS MN Water Science Center,W. Larson; D. Rosemore,UZ Tracer test site,Active,,
xT6,Bemidji,ww,groundwater observation well,x473425095052518,T6        147N35W02CDDB  01,342792.02,5271028.53,1.0,-0.95,430.892,0.21,430.682,423.391,423.239,0.152,423.315,7.291,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,Stainless Steel,Brick,20010726.0,estimated date,USGS MN Water Science Center,W. Larson; D. Rosemore,UZ Tracer test site,Active,,
xT7,Bemidji,ww,groundwater observation well,x473425095052519,T7        147N35W02CDDB  01,342792.16,5271027.48,1.0,-0.66,431.026,0.344,430.682,423.361,423.208,0.153,423.284,7.321,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,Stainless Steel,Brick,20010726.0,estimated date,USGS MN Water Science Center,W. Larson; D. Rosemore,UZ Tracer test site,Active,,
xT8,Bemidji,ww,groundwater observation well,x473425095052520,T8        147N35W02CDDB  01,342792.07,5271026.25,1.0,-0.08,431.188,0.506,430.682,423.19,423.038,0.152,423.114,7.492,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,Stainless Steel,Brick,20010726.0,estimated date,USGS MN Water Science Center,W. Larson; D. Rosemore,UZ Tracer test site,Active,,
xT9,Bemidji,ww,groundwater observation well,x473425095052521,T9        147N35W02CDDB  01,342792.91,5271025.77,1.0,-0.65,431.596,0.914,430.682,423.263,423.111,0.152,423.187,7.419,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,Stainless Steel,Brick,20010727.0,estimated date,USGS MN Water Science Center,W. Larson; D. Rosemore,UZ Tracer test site,Active,,
x1506G-01,Bemidji,wv,unsaturated zone vapor sampling well,x473419095052403,1506G-01  Bemidji Toxics Research Site,342809.38,5270868.76,0.0,,426.034,0.0,426.034,424.55,424.519,0.031,424.534,1.515,2.438,8.3,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,20150812.0,Installed vapor well at this location several days after core was collected,USGS MN Water Science Center,B. Mason; E. Smith,"This site was originally named 1428G, but changed to 1506G to match with the cores collected here.  Near well 1428 in south pool.  Cores and vapor well with 3 ports (0.5, 1.0, 1.5 m BLS)",Active,,
x1509G-01,Bemidji,wv,unsaturated zone vapor sampling well,x473419095052304,1509G-01  Bemidji Toxics Research Site,342817.53,5270850.06,0.0,,425.879,0.0,425.879,424.495,424.465,0.03,424.48,1.414,2.316,8.3,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,20150813.0,,USGS MN Water Science Center,B. Mason; E. Smith,"This site was originally named 1427G, but changed to 1509G to match with the cores collected here.  near well 1427 in south pool.  Cores and vapor well with 3 ports (0.4, 0.9, 1.4 m BLS) were done at this site",Active,,
x1707,Bemidji,ww,groundwater observation well,x473425095051601,1707      Bemidji Toxics Research Site  0000786138,342985.77,5271041.53,0.0,,433.331,0.82,432.511,420.182,419.941,0.241,420.062,12.671,12.863,21.0,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,20170626.0,,USGS MN Water Science Center,B. Mason; A. Berg,Well installed next to well MW1 & PZ1 nest,Active,,
x1708,Bemidji,ww,groundwater observation well,x473423095051501,1708      Bemidji Toxics Research Site  0000786139,343004.18,5270987.14,0.0,,432.676,0.774,431.902,420.219,419.978,0.241,420.098,12.024,12.192,21.0,5.2,"Screen, type not known",0.025,PVC Threaded,PVC Threaded,20170626.0,,USGS MN Water Science Center,B. Mason; A. Berg,Well installed next to well MW2 & PZ2 nest,Active,,
x1711G-01,Bemidji,wv,unsaturated zone vapor sampling well,x473424095053001,1711G-01  Bemidji Toxics Research Site,342680.0,5271004.11,1.0,-111.35,430.835,0.0,430.835,425.352,425.321,0.031,425.336,5.514,6.096,21.0,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,20170628.0,,USGS MN Water Science Center,B. Mason; A. Berg,Installed this vapor well next to WT1712 (water tube) in infiltration gallery,Active,,
